Submission ID,Organization Name,Stage,HTSUS code,Product,Date Posted,Response Closes
USTR-2019-0005-15000,"E & E CO., LTD DBA JLA HOME",Denied,4202128940,"Trunks, suitcases, vanity cases","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15002,"E & E CO., LTD DBA JLA HOME",Denied,5702109030,textile floor coverings,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15003,"PONTI, INC. DBA CHALET",Denied,5309294010,Linen Fabric or 100% Linen apparel,"Sep 18, 2019","Oct 2, 2019"
USTR-2019-0005-15004,"E & E CO., LTD DBA JLA HOME",Denied,5702421000,textile floor coverings,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15006,"E & E CO., LTD DBA JLA HOME",Denied,5702929000,textile floor coverings,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15007,"E & E CO., LTD DBA JLA HOME",Denied,5702991500,textile floor coverings,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15008,"E & E CO., LTD DBA JLA HOME",Denied,5702992000,Woven floor mat,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15009,"E & E CO., LTD DBA JLA HOME",Denied,5703102000,"textile floor coverings, tufted","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-1501,"Tide International USA, Inc.",Denied,3808915001,Tide Acephate 90 WDG,"Jul 18, 2019","Aug 1, 2019"
USTR-2019-0005-15010,"E & E CO., LTD DBA JLA HOME",Denied,5703108000,"textile floor coverings, tufted","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15011,"E & E CO., LTD DBA JLA HOME",Denied,5703202010,"textile floor coverings,","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15012,"Brilliant Group, Inc.",Denied,3204900000,Polymeric Daylight Fluorescent Pigments,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15013,"E & E CO., LTD DBA JLA HOME",Denied,5703302000,"textile floor coverings, tufted","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15014,"E & E CO., LTD DBA JLA HOME",Denied,5705002020,"textile floor coverings, tufted","Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15015,"E & E CO., LTD DBA JLA HOME",Denied,5802200020,Polyester Towel,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15016,"E & E CO., LTD DBA JLA HOME",Denied,5807100520,Woven labels,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15017,"E & E CO., LTD DBA JLA HOME",Denied,6815200000,Diatomite bath mat,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15018,"E & E CO., LTD DBA JLA HOME",Denied,7011101000,Light bulbs,"Aug 30, 2019","Sep 13, 2019"
USTR-2019-0005-15021,Kute Kiddo Embroidery and Wholesale,Denied,4202126000,Kute Kiddo Backpacks and Tote bags,"Aug 31, 2019","Sep 14, 2019"
USTR-2019-0005-15025,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15026,Marimba Auto LLC,Denied,8708806590,STOPPER,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15027,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15028,Marimba Auto LLC,Denied,8708806590,CAP RESERVOIR ,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15029,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15030,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15032,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15033,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15034,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15035,Marimba Auto LLC,Denied,8708806590,Joint,"Sep 1, 2019","Sep 15, 2019"
USTR-2019-0005-15036,"Hugo Bosca Company, INC>",Granted,4202110030,Brief Bag,"Sep 19, 2019","Oct 3, 2019"
USTR-2019-0005-15039,"power aisle, inc",Denied,8302500000,steel storage and organization racks for,"Sep 2, 2019","Sep 16, 2019"
USTR-2019-0005-15040,"SM Products, LLC",Denied,8207903075,SPYDER® Spade Bit Kit,"Sep 2, 2019","Sep 16, 2019"
USTR-2019-0005-15041,"SM Products, LLC",Denied,8207903075,Auger Bit Kit,"Sep 2, 2019","Sep 16, 2019"
USTR-2019-0005-15043,"Tessenderlo Kerley, Inc.",Denied,2924211600,Linuron Technical,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15044,MAJOR SALES Group llc,Denied,8517690000,restaurant paging system,"Sep 2, 2019","Sep 16, 2019"
USTR-2019-0005-15045,"Tessenderlo Kerley, Inc.",Denied,2924294700,Carbaryl Technical,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15046,"Tessenderlo Kerley, Inc.",Denied,3808925080,Formulated Fosetyl-Al-Based Fungicides,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15047,Grobet File Company of America LLC.,Denied,9403608081,Work Benches,"Sep 19, 2019","Oct 3, 2019"
USTR-2019-0005-15055,Maroon Group LLC,Denied,3812397000,UV 292,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15056,Maroon Group LLC,Denied,3812397000,UV 384-2,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15057,Maroon Group LLC,Denied,3812399000,5583,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15058,International Refrigeration Products,Denied,8415820170,PAS412dm 250-0022,"Sep 26, 2019","Oct 10, 2019"
USTR-2019-0005-15059,Maroon Group LLC,Denied,3812399000,5585,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1506,Adeline Chemicals LLC,Denied,2905320000,Propylene glycol,"Jul 15, 2019","Jul 29, 2019"
USTR-2019-0005-15060,Maroon Group LLC,Denied,3812399000,5586,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15061,Maroon Group LLC,Denied,3812399000,2007889,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15062,Maroon Group LLC,Denied,3204170485,Yellow 191C,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15063,Maroon Group LLC,Denied,2933299000,2-Isopropylimidazole,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15065,Maroon Group LLC,Denied,2933299000,2-Propylimidazole,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15066,Lotus Foods Inc.,Denied,1902192090,Millet and Brown Rice Ramen Noodle,"Sep 6, 2019","Sep 20, 2019"
USTR-2019-0005-15068,Jasco Products Company LLC,Denied,8537109170,Surge Protector,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15069,Maroon Group LLC,Denied,2914190000,Acetyl Acetone,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15071,Maroon Group LLC,Denied,2914190000,Aluminum Acetyl Acetonate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15072,Jasco Products Company LLC,Denied,9405408440,LED Night Light,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15073,Maroon Group LLC,Denied,2918155000,Acetyl Tributyl Citrate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15074,"Intertex, LLC",Denied,8414596595,Air Movers/Blowers,"Sep 6, 2019","Sep 20, 2019"
USTR-2019-0005-15075,Maroon Group LLC,Denied,2916142050,Allyl Methacrylate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15076,Maroon Group LLC,Denied,2921495000,Alpha-Methylbenzylamine,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15077,"C. LEVER COMPANY, INC dba LEVER COLORS",Denied,3204115000,DISPERSE DYES,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15078,Jasco Products Company LLC,Denied,8529102120,Television Antenna,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15079,Maroon Group LLC,Denied,2835395000,Ammonium Polyphosphate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1508,Adeline Chemicals LLC,Denied,3402115010,Sodium lauryl ether sulfate,"Jul 15, 2019","Jul 29, 2019"
USTR-2019-0005-15080,Maroon Group LLC,Denied,2934204000,Benzothiazol-2-ylthio-succinic acid,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15081,Maroon Group LLC,Denied,2926200000,Dicyandiamide,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15082,Jasco Products Company LLC,Denied,8544422000,HDMI and CAT 5 Cables,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15083,Maroon Group LLC,Denied,2921511000,Diethyl Toluene Diamine,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15084,Maroon Group LLC,Denied,2916142010,Ethyl Methacrylate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15085,Regal Beloit Corporation,Denied,8501404040,Single phase induction motors,"Sep 4, 2019","Sep 18, 2019"
USTR-2019-0005-15086,Jasco Products Company LLC,Denied,9405408410,String Lights,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15087,Maroon Group LLC,Denied,2918309000,Levulinic Acid,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15088,Maroon Group LLC,Denied,2902902000,Mesitylene,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15089,Maroon Group LLC,Denied,3402121000,Methacryloyloxyethyl Trimethyl Ammonium,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1509,Adeline Chemicals LLC,Denied,3402195000,Non ionic surface active agent,"Jul 15, 2019","Jul 29, 2019"
USTR-2019-0005-15090,Maroon Group LLC,Denied,2809100000,Phosphorous Pentoxide,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15091,"Wing Enterprises, Inc. (dba Little Giant Ladder Systems)",Denied,7616995130,Safety Step Stool-Style Ladders,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15092,Jasco Products Company LLC,Denied,9405406000,Under Cabinet Light Fixtures,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15093,"Landscape Forms, Inc.",Denied,9403908041,Table Support Base,"Sep 26, 2019","Oct 10, 2019"
USTR-2019-0005-15094,"Wing Enterprises, Inc. (dba Little Giant Ladder Systems)",Denied,7616995130,"Articulated, extendable ladders (26')","Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15095,Maroon Group LLC,Denied,2921513000,P-Phenylene Diamine,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15096,Jasco Products Company LLC,Denied,8536698000,Heavy Duty Grounded Plug,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15097,Maroon Group LLC,Denied,2915905050,Trimethyl orthoacetate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15098,Maroon Group LLC,Denied,2917397000,Pyromellitic Dianhydride,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15099,Jasco Products Company LLC,Denied,8537109160,Light and Appliance Timer,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15100,Maroon Group LLC,Denied,2907210000,Resorcinol,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15101,Maroon Group LLC,Denied,2915905050,Trimethyl Orthoformate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15102,Maroon Group LLC,Denied,2905410000,Trimethylolpropane,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15103,"Wing Enterprises, Inc. (dba Little Giant Ladder Systems)",Denied,7616995130,"Articulated, extendable ladders(17'-22')","Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15104,"AEP Holdings, Inc.",Denied,8481809050,1703-3401,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15105,"Alessandra Yarns, LLC",Denied,7019905050,Alessandra rayon,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15106,Maroon Group LLC,Denied,2915320000,Vinyl Neodecanoate,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15107,"AEP Holdings, Inc.",Denied,8481809050,1703-3405,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15108,"AEP Holdings, Inc.",Denied,8481809050,1703-3406,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15109,Jasco Products Company LLC,Denied,8544429010,Extension Cord,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15110,"AEP Holdings, Inc.",Denied,8481809050,1703-3407,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15111,Osram Sylvania Inc.,Denied,9405406000,Intelligent LED High Bay Light Fixtures,"Sep 17, 2019","Oct 1, 2019"
USTR-2019-0005-15112,Regal Beloit Corporation,Denied,8501406040,Single phase induction motors,"Sep 4, 2019","Sep 18, 2019"
USTR-2019-0005-15113,"AEP Holdings, Inc.",Denied,8481809050,1703-3408,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15114,"AEP Holdings, Inc.",Denied,8481809050,1703-3412,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15115,Marimba Auto LLC,Denied,8708806590,STOPPER,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15116,"AEP Holdings, Inc.",Denied,8481809050,1703-3420,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15117,"AEP Holdings, Inc.",Denied,8481809050,1903-3016,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15118,"AEP Holdings, Inc.",Denied,8481809050,1903-3017,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15119,Marimba Auto LLC,Denied,8708806590,STOPPER,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15121,"AEP Holdings, Inc.",Denied,8481809050,1903-3018,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15122,"AEP Holdings, Inc.",Denied,8481809050,1903-3019,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15123,"AEP Holdings, Inc.",Denied,8481809050,1903-3020,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15124,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15126,"AEP Holdings, Inc.",Denied,8481809050,1903-3021,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15127,Marimba Auto LLC,Denied,8708806590,STOPPER SUPPORT REBO,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15128,"AEP Holdings, Inc.",Denied,8481809050,1903-3022,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1513,"Kent Displays, Inc.",Denied,3824999297,Liquid Crystal Mixtures,"Aug 22, 2019","Sep 5, 2019"
USTR-2019-0005-15130,"AEP Holdings, Inc.",Denied,8481809050,1903-3023,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15131,"AEP Holdings, Inc.",Denied,8481809050,1903-3024,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15132,"AEP Holdings, Inc.",Denied,8511906040,340-58057,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15134,"AEP Holdings, Inc.",Denied,8511806000,245-29004,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15135,Marimba Auto LLC,Granted,8708937500,Rod Clutch control assy,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15136,"AEP Holdings, Inc.",Denied,8511806000,10-ND241,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15137,"AEP Holdings, Inc.",Denied,8511906040,GDR3000,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15138,"AEP Holdings, Inc.",Denied,8511906040,GDR3001,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15139,"AEP Holdings, Inc.",Denied,8511906040,GDR3003,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15140,"AEP Holdings, Inc.",Denied,8511906040,GDR3004,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15141,"AEP Holdings, Inc.",Denied,8511906040,GFD3000,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15142,"AEP Holdings, Inc.",Denied,8511906040,GFD3001,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15143,"AEP Holdings, Inc.",Denied,8511906040,GFD3008,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15144,"AEP Holdings, Inc.",Denied,8511906040,SBO3002,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15145,"AEP Holdings, Inc.",Denied,8511906040,SBO3003,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15146,"AEP Holdings, Inc.",Denied,8511906040,SBO3025,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15147,"AEP Holdings, Inc.",Denied,8511906040,SBO3036,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15148,"AEP Holdings, Inc.",Denied,8511906040,SBO3043,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15149,"AEP Holdings, Inc.",Denied,8511906040,SBO3077,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15150,"AEP Holdings, Inc.",Denied,8511906040,SBO3079,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15151,"AEP Holdings, Inc.",Denied,8511906040,SDR3008,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15152,"AEP Holdings, Inc.",Denied,8511906040,SDR3009,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15153,"Fossil Group, Inc.",Denied,4202219000,Leather Handbag,"Sep 30, 2019","Oct 14, 2019"
USTR-2019-0005-15154,"AEP Holdings, Inc.",Denied,8511906040,SDR3010,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15155,"Fownes Bros. N.Y., Inc.",Denied,4203295000,Ladies leather glove,"Sep 24, 2019","Oct 8, 2019"
USTR-2019-0005-15156,"AEP Holdings, Inc.",Denied,8511906040,SDR3011,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15158,"AEP Holdings, Inc.",Denied,8511906040,SDR3012,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15159,"AEP Holdings, Inc.",Denied,8511906040,SDR3013,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1516,Jasco Products Company LLC,Denied,8507500000,Cordless Phone Battery,"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15160,"AEP Holdings, Inc.",Denied,8511906040,SDR3014,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15161,"Milescraft, Inc.",Denied,8467990190,Milescraft Right-Angle Drilling Products,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15162,"AEP Holdings, Inc.",Denied,8511906040,SDR3015,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15163,"AEP Holdings, Inc.",Denied,8511906040,SDR3018,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15164,"AEP Holdings, Inc.",Denied,8511906040,SDR3021,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15165,"AEP Holdings, Inc.",Denied,8511906040,SDR3022,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15166,"AEP Holdings, Inc.",Denied,8511906040,SDR3023,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15167,"Fossil Group, Inc.",Denied,4202316000,Leather Wallet/Passport Case,"Sep 30, 2019","Oct 14, 2019"
USTR-2019-0005-15168,"AEP Holdings, Inc.",Denied,8511906040,SDR3024,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15169,"AEP Holdings, Inc.",Denied,8511906040,SDR3027,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1517,"American Signature, Inc.",Denied,9401905021,Cut and Sewn Upholstered Furniture Kits,"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15170,"AEP Holdings, Inc.",Denied,8511906040,SDR3028,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15171,"AEP Holdings, Inc.",Denied,8511906040,SDR3031,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15172,"AEP Holdings, Inc.",Denied,8511906040,SDR3032,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15173,"AEP Holdings, Inc.",Denied,8511906040,SDR3038,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15174,"AEP Holdings, Inc.",Denied,8511906040,SDR3040,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15175,"Fossil Group, Inc.",Denied,4202321000,Plastic Wallet/Passport Case,"Sep 30, 2019","Oct 14, 2019"
USTR-2019-0005-15176,"AEP Holdings, Inc.",Denied,8511906040,SDR3079,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15177,"AEP Holdings, Inc.",Denied,8511906040,SDR3086,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15178,"AEP Holdings, Inc.",Denied,8511906040,SDR3091,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15179,"AEP Holdings, Inc.",Denied,8511906040,SDR3102,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1518,Jasco Products Company LLC,Denied,8517690000,DSL Phone Line Filter,"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15180,"AEP Holdings, Inc.",Denied,8511906040,SDR3107,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15181,"AEP Holdings, Inc.",Denied,8511906040,SDR3108,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15182,"AEP Holdings, Inc.",Denied,8511906040,SFD3006,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15183,"AEP Holdings, Inc.",Denied,8511906040,SFD3020,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15184,"AEP Holdings, Inc.",Denied,8511906040,SHI3040,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15185,"AEP Holdings, Inc.",Denied,8511906040,SLU3000,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15186,"AEP Holdings, Inc.",Denied,8511906040,SMM3002,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15187,"AEP Holdings, Inc.",Denied,8511906040,SMT3005,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15188,"AEP Holdings, Inc.",Denied,8511906040,SMT3015,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15189,"AEP Holdings, Inc.",Denied,8511906040,SMT3016,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1519,"GKN Driveline Newton, LLC",Denied,8708407580,PTU Housing,"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15190,"AEP Holdings, Inc.",Denied,8511906040,SMT3017,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15191,"AEP Holdings, Inc.",Denied,8511906040,SMT3024,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15192,"AEP Holdings, Inc.",Denied,8511906040,SND3000,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15193,Mode Imports Inc.,Denied,4201006000,Halloween Dog Costume,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15194,"AEP Holdings, Inc.",Denied,8511906040,SND3002,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15195,Klear-Vu Corp,Granted,5903102090,Faux Leather Rolled Fabric Goods,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15197,"AEP Holdings, Inc.",Denied,8511906040,SND3004,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15198,"AEP Holdings, Inc.",Denied,8511906040,SND3032,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15199,"AEP Holdings, Inc.",Denied,8511906040,SNK3000,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1520,Jasco Products Company LLC,Denied,8529102120,HDTV Antenna,"Jul 17, 2019","Jul 31, 2019"
USTR-2019-0005-15200,"AEP Holdings, Inc.",Denied,8511906040,SNK3001,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15201,"AEP Holdings, Inc.",Denied,8511906040,SNK3006,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15202,CRRC MA CORPORATION,Denied,7308301000,End Door Operator,"Sep 27, 2019","Oct 11, 2019"
USTR-2019-0005-15203,"AEP Holdings, Inc.",Denied,8545200000,ACR7509,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15204,"AEP Holdings, Inc.",Denied,8545200000,ADR7506,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15205,"AEP Holdings, Inc.",Denied,8545200000,ADR7513,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15206,"AEP Holdings, Inc.",Denied,8545200000,ADR7520,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15207,"AEP Holdings, Inc.",Denied,8545200000,ADR7521,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15208,"AEP Holdings, Inc.",Denied,8545200000,ADR7522,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15209,"AEP Holdings, Inc.",Denied,8545200000,AHI7501,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1521,voestalpine Rotec Inc.,Denied,8708998180,Anti Vibration System (8922),"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15210,"AEP Holdings, Inc.",Denied,8545200000,AHI7505,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15211,"AEP Holdings, Inc.",Denied,8545200000,ALN7502,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15212,"AEP Holdings, Inc.",Denied,8545200000,AMT7501,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15213,"AEP Holdings, Inc.",Denied,8545200000,AMT7506,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15214,"AEP Holdings, Inc.",Denied,8545200000,GDR7501,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15215,"Fossil Group, Inc.",Denied,7310290050,Watch Tin,"Sep 30, 2019","Oct 14, 2019"
USTR-2019-0005-15216,"AEP Holdings, Inc.",Denied,8545200000,GDR7502,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15217,"AEP Holdings, Inc.",Denied,8545200000,GDR7503,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15218,"AEP Holdings, Inc.",Denied,8545200000,GDR7506,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15219,"AEP Holdings, Inc.",Denied,8545200000,GDR7512,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-1522,"GKN Driveline Newton, LLC",Denied,8708407580,PTU Housing,"Jul 16, 2019","Jul 30, 2019"
USTR-2019-0005-15220,"AEP Holdings, Inc.",Denied,8545200000,GLU7502,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15221,"AEP Holdings, Inc.",Denied,8545200000,GPL7500,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15222,"AEP Holdings, Inc.",Denied,8545200000,GPL7504,"Sep 3, 2019","Sep 17, 2019"
USTR-2019-0005-15223,"AEP Holdings, Inc.",Denied,8511906040,ABO1303,"Sep 3, 2019","Sep 17, 2019"
