Submission ID,Organization Name,Stage,HTSUS code,Product,Date Posted,Response Closes
USTR-2019-0017-38813,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Cooling/Heat Ceiling Assembly w/ Louvers,"Jan 5, 2020","Jan 19, 2020"
USTR-2019-0017-38814,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Selector Switch,"Jan 5, 2020","Jan 19, 2020"
USTR-2019-0017-38817,"Fossil Group, Inc.",Denied,9102113030,Wrist Watch Strap,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38818,Gongs Unlimited LLC,Denied,9206008000,Traditional Chinese Gongs,"Jan 24, 2020","Feb 7, 2020"
USTR-2019-0017-38819,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Blower block off,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38821,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Ceiling Shroud,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38822,"Mud Pie, LLC",Denied,7117905500,RESIN HOOP EARRINGS,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38823,"Fossil Group, Inc.",Denied,9102114520,Wrist Watch Case,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38824,"Mud Pie, LLC",Denied,6111206070,TRANSPORTATION BIB SETS,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38825,"Mud Pie, LLC",Denied,6111206070,SAIL AWAY BIB SETS,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38826,"Fossil Group, Inc.",Denied,9102114530,Wrist Watch Strap,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38827,"Fossil Group, Inc.",Denied,9102128000,Digital Wrist Watch,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38829,Positec Tool Corporation,Denied,3926909990,32” Plastic Portable Work Table,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-38830,"Mud Pie, LLC",Denied,6111206070,CHRISTENING BOY BIB,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38831,"Mud Pie, LLC",Denied,6111206070,CHRISTENING GIRL BIB,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38832,"Mud Pie, LLC",Denied,7117905500,MERMAID ACRYLIC NECKLACES,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38834,Arden Companies,Denied,6307909889,Polyester Cushion and Pillow Shells,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38835,Weaver Leather LLC,Granted,6506103045,Equestrian Safety Helmet,"Jan 28, 2020","Feb 11, 2020"
USTR-2019-0017-38837,Cuore of Switzerland,Denied,6114303070,Women Cycling Bib Short/ including Pad,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38838,Cuore of Switzerland,Denied,6110303059,Women Cycling Jersey/ Full Front Zipper,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38840,"Mud Pie, LLC",Denied,7117905500,COIN LAYERING NECKLACE,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38841,"Mud Pie, LLC",Denied,7117905500,PEARL NECKLACE,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38843,Sotheby's,Granted,9701100000,"Paintings, drawings, pastels by hand","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38845,"Mud Pie, LLC",Denied,7117905500,RATTAN TASSEL EARRINGS,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38846,"Mud Pie, LLC",Denied,7117905500,TASSEL NECKLACE,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38847,Sotheby's,Granted,9701900000,Hand-made decorative articles,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38848,"Mud Pie, LLC",Denied,7117905500,RESIN CUFF,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38850,Sotheby's,Granted,9702000000,"Engravings, prints, lithographs","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38851,"Mud Pie, LLC",Denied,7117905500,RESIN BAR NECKLACE,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38852,Sotheby's,Granted,9703000000,"Original sculptures, statuary","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38853,Sotheby's,Granted,9706000020,"Antique silverware, age over 100 years","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38854,Sotheby's,Granted,9706000040,"Antique furniture, age over 100 years","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38855,Sotheby's,Granted,9706000060,"Antique art, age over 100 years","Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38856,WALTER & PIP LLC DBA TAILORED TACKLE,Denied,9507306000,Multispecies Fishing Rod & Reel Combo,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38857,"Mud Pie, LLC",Denied,6102300500,BANKS JACKET,"Dec 9, 2019","Dec 23, 2019"
USTR-2019-0017-38859,Global Scanning Americas (VA) Inc.,Granted,8471608000,Large Format MFP Scanner,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38860,"Ab Coaster, LLC",Denied,9506910030,AbCoaster PS500,"Jan 28, 2020","Feb 11, 2020"
USTR-2019-0017-38861,"Ab Coaster, LLC",Denied,9506910030,Ab Coaster CS3000,"Jan 23, 2020","Feb 6, 2020"
USTR-2019-0017-38862,"Ab Coaster, LLC",Denied,9506910030,TireFlip 180,"Jan 9, 2020","Jan 23, 2020"
USTR-2019-0017-38863,Michigan Ladder Company,Denied,3926909930,40ft Type 1 Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38868,Kentex Corporation,Denied,3406000000,Birthday Cake Candles,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38870,"US Hardware Suppliers, LLC",Denied,8301600000,"Hasp, hole cover, slide lock, lock parts","Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38871,"Prism Fitness, Inc.",Denied,9506910030,Stability Balls,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38872,"Mud Pie, LLC",Denied,7117905500,UNICORN ACRYLIC NECKLACES,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38873,"Mud Pie, LLC",Denied,7117905500,INITIAL BABY BRACELET,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38874,"Mud Pie, LLC",Denied,7117905500,ALL MY LOVE CUFF,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38875,"Galway Bay Apparel, LLC",Denied,6201934700,Galway Bay All-Weather Pants and Jackets,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38876,"Mud Pie, LLC",Denied,6110909041,LEWIS WAFFLE CARDIGAN,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38878,Michigan Ladder Company,Denied,3926909930,16' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38879,Michigan Ladder Company,Denied,3926909930,20' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38881,Michigan Ladder Company,Denied,3926909930,24' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38882,Michigan Ladder Company,Denied,3926909930,28' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38883,Active Lifestyle Products and Services,Denied,6306229030,Pop-Up Blinds,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-38884,Active Lifestyle Products and Services,Denied,6602000000,Trekking Poles,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-38885,Michigan Ladder Company,Denied,3926909930,32' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38886,Michigan Ladder Company,Denied,3926909930,40' Type 1AA Fiberglass Extension Ladder,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38887,"Ainak, Inc.",Denied,4016991500,Plug AA445021-6030,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38888,Christie's Inc.,Granted,9705000085,Collections and collectors' pieces,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38893,"Mud Pie, LLC",Denied,7117905500,NEW MOM NECKLACES,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38894,"Steelite International USA, Inc.",Denied,7013491000,Tempered glass plates and bowls,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38895,"Steelite International USA, Inc.",Denied,7013492000,Glass carafes under 7 oz,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38896,"XDP Recreation, LLC",Granted,9506996080,Swing sets and trampolines,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38897,rSr Creations LLC,Denied,7615105040,Lid Holder & Modular Trivet,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38899,"Steelite International USA, Inc.",Denied,7013492000,Beaker mixing glass,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38900,Certus Automotive Inc.,Denied,3926305000,Chrome Plated Center Console Parts,"Jan 30, 2020","Feb 13, 2020"
USTR-2019-0017-38901,"Steelite International USA, Inc.",Denied,7013496000,Glass beverage dispensers,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38902,"XDP Recreation, LLC",Denied,9401710007,Swing with LED lights,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38904,"Steelite International USA, Inc.",Denied,7321890050,Chafing dishes for use with solid fuel,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38905,"Mud Pie, LLC",Denied,7013286000,OMBRE CHAMPAGNE GLASS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38907,"Mud Pie, LLC",Denied,6204434030,ELLIOT T-SHIRT DRESS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38908,"Steelite International USA, Inc.",Denied,7321890050,Coffee urns used with solid fuel,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38909,"Mud Pie, LLC",Denied,6204434030,MELLIE SWING DRESS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38910,"Mud Pie, LLC",Denied,6204434030,JOJO MIDI DRESS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38911,"Steelite International USA, Inc.",Denied,7615109100,Aluminum hand juicer,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38912,"Mud Pie, LLC",Denied,6204434030,JENNA MIDI DRESS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38913,"Mud Pie, LLC",Denied,6204434030,NAOMI RUFFLE DRESS,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38914,"Steelite International USA, Inc.",Denied,8211915030,Stainless steel steak knives,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38915,"Steelite International USA, Inc.",Denied,8211918030,Stainless steel steak knives,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38917,"Steelite International USA, Inc.",Denied,8419819040,Induction warming device,"Jan 20, 2020","Feb 3, 2020"
USTR-2019-0017-38918,"The Hockey Arsenal, LLC",Denied,9506992540,Arsenal Covet Hockey Stick,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38919,"The Hockey Arsenal, LLC",Denied,9506992540,Arsenal Jealousy Hockey Stick,"Dec 10, 2019","Dec 24, 2019"
USTR-2019-0017-38922,"Steelite International USA, Inc.",Denied,8211929030,Stainless steel paring knife,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38923,"Steelite International USA, Inc.",Denied,8215991500,Stainless steel forks,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38924,"Steelite International USA, Inc.",Granted,8215993500,Stainless steel spoons,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38925,"Mud Pie, LLC",Denied,6111206010,GOLDEN CRAWLER AND BIB,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38926,"Steelite International USA, Inc.",Granted,8215993500,Stainless steel ladles,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38927,Michigan Ladder Company,Denied,3926909930,8ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38928,Michigan Ladder Company,Denied,3926909930,12 ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38929,Michigan Ladder Company,Denied,3926909930,12 ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38930,Michigan Ladder Company,Denied,3926909930,14 ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38931,Michigan Ladder Company,Denied,3926909930,16 ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38932,"Stillwater Designs and Audio, Inc.",Denied,8518210000,Single loudspeakers in their enclosures.,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38933,Michigan Ladder Company,Denied,3926909930,20 ft Type 1A Single Ladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38934,"Stillwater Designs and Audio, Inc.",Denied,8518298000,loudspeakers not mounted in enclosures,"Jan 21, 2020","Feb 4, 2020"
USTR-2019-0017-38935,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Drain Insert,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38938,Michigan Ladder Company,Denied,3926909930,4 ft Type 1AA Fiberglass Stepladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38940,Michigan Ladder Company,Denied,3926909930,6 ft Type 1AA Fiberglass Stepladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38941,Monahan Partners Inc.,Granted,3926909990,Mop hardware for janitorial use,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-38942,Michigan Ladder Company,Denied,3926909930,8 ft Type 1AA Fiberglass Stepladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38946,"Precision Metal Services, Inc.",Denied,7221000018,Stainless Steel Wire Rod,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38947,Michigan Ladder Company,Denied,3926909930,10 ft Type 1AA Fiberglass Stepladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38948,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Cooling/Heat Ceiling Assembly,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38949,"Precision Metal Services, Inc.",Denied,7221000030,Stainless Steel Wire Rod,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38950,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Cooling/Heat Ceiling Assembly,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38951,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Cooling/Heat Ceiling Assembly w/ Louvers,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38952,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Return Air Grille,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38953,VBN Sales LLC,Denied,8301406060,Electromagnetic Lock,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38954,Carrier Corporation,Denied,8531809051,Fire Alarm System Ceiling Horn-Strobe,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-38955,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Remote Plenum Kit,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38956,Michigan Ladder Company,Denied,3926909930,12 ft Type 1AA Fiberglass Stepladder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38957,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Remote Plenum with Louvers,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38958,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Shroud Assembly with Louvers,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38959,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Mounting Frame,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38961,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Thermostat with heating/cooling,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38962,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Bluetooth Ceiling with Color Carton,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38965,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Bluetooth Ceiling with Kraft Carton,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38966,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Left Guard,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38968,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Right Guard,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38969,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Rear Guard,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38970,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Infrared/Bluetooth Ceiling Shroud,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38972,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Cooling/Heating Ceiling Assembly w/Louve,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38973,"RV Products, A Division of Airxcel, Inc.",Denied,8415908045,Infrared/Bluetooth Ceiling Shroud,"Jan 16, 2020","Jan 30, 2020"
USTR-2019-0017-38974,Carrier Corporation,Denied,8531809051,Fire Alarm System Ceiling Strobes,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-38976,VistaLab Technologies Inc.,Granted,3926909910,Wobble-not  Serological Pipet,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-38977,VBN Sales LLC,Denied,8301406060,Electric Lock,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38979,"Fey Industries, Inc.",Denied,6304920000,MI1030 Da’ Pot Holder,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38981,VBN Sales LLC,Denied,9025803500,Sauna's Hygrometer,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38982,"Fey Industries, Inc.",Denied,6304920000,MI6138 Two-Tone Silicone Oven Mitt,"Dec 11, 2019","Dec 25, 2019"
USTR-2019-0017-38984,"Fey Industries, Inc.",Denied,6304920000,MI6140 Pattern Play Silicone Oven Mitt,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38987,Excellentia International,Denied,3301295103,Anise Star Oil Natural,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-38992,Val-Matic Valve & Manufacturing Corp.,Denied,8481903000,Butterfly Valve Bodies,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38995,Val-Matic Valve & Manufacturing Corp.,Denied,8481903000,Swing Check Valve Bodies,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-38998,"Celestron Acquisition, LLC",Denied,9005100040,Granite Binoculars,"Dec 20, 2019","Jan 3, 2020"
USTR-2019-0017-38999,Excellentia International,Denied,3301295116,Geranium Oil Chinese Natural,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-39000,"Mud Pie, LLC",Denied,6204434030,VALENCIA RUFFLE SLEEVE DRESS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39001,Michigan Ladder Company,Denied,3926909930,3 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39002,"Mud Pie, LLC",Denied,6111206010,POODLE CRAWLER AND BIB,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39003,"Mud Pie, LLC",Denied,6204434030,ADORA MAXI DRESS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39004,"Mud Pie, LLC",Denied,6111206010,YELLOW LAB CRAWLER AND BIB,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39005,"Mud Pie, LLC",Denied,6204434030,MAYA SWING DRESS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39006,"Mud Pie, LLC",Denied,6111206010,RESCUE CRAWLERS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39007,Michigan Ladder Company,Denied,3926909930,4 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39008,"Mud Pie, LLC",Denied,6206900040,ELEANOR TOP,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39009,"Mud Pie, LLC",Denied,6111206050,BUNNY SOCKS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39010,Michigan Ladder Company,Denied,3926909930,5 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39011,"Mud Pie, LLC",Denied,6206303041,TIA TANK,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39013,"Mud Pie, LLC",Denied,6204434030,DIXON T-SHIRT,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39015,Mustang Survival ULC,Denied,6210405520,Flotation Jacket - USCG Approved,"Jan 31, 2020","Feb 14, 2020"
USTR-2019-0017-39016,"Mud Pie, LLC",Denied,6206900040,DANI T-SHIRT,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39017,"Mud Pie, LLC",Denied,6206900040,JOLENE TIE FRONT TOP,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39018,"Mud Pie, LLC",Denied,6110909041,GREER STRIPED HOODIE,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39019,"Mud Pie, LLC",Denied,6206900040,CASON TANK,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39021,"Mud Pie, LLC",Denied,6206900040,KAE RUFFLE SLEEVE TOP,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39022,"Mud Pie, LLC",Denied,7013285000,29 BOXED WINE GLASS SET,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39023,"Mud Pie, LLC",Denied,7013285000,MR MRS CHAMPAGNE GLASSES,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39024,"Weastec, Incorporated",Denied,8714100050,Motorcycle/ATV brake lever bracket,"Dec 20, 2019","Jan 3, 2020"
USTR-2019-0017-39025,"Mud Pie, LLC",Denied,7013282000,MR MRS EMBOSSED WINE GLASSES,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39026,"Mud Pie, LLC",Denied,7013285000,GLASS SOAP PUMP SET,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39028,"Mud Pie, LLC",Denied,6302592000,FELT BUNNY TABLE RUNNER,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39030,"Mud Pie, LLC",Denied,4414000000,GLASS OYSTER SHELL PLAQUES,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39031,"Mud Pie, LLC",Denied,8211911000,HAMMERED SPOON GARDEN MARKER,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39032,"G-S Supplies, Inc.",Denied,7015901000,Watch Glass,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39033,"Mud Pie, LLC",Denied,3605000030,MASON JAR MATCHES,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39034,Michigan Ladder Company,Denied,3926909930,6 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39035,"Mud Pie, LLC",Denied,3605000030,BIRTHDAY MATCHES IN A TUBE,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39036,Michigan Ladder Company,Denied,3926909930,8 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39037,"Mud Pie, LLC",Denied,3605000030,FIREPLACE MATCHES IN BOTTLE,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39038,"Mud Pie, LLC",Denied,3605000030,STONEWARE MATCH POTS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39039,Michigan Ladder Company,Denied,3926909930,10 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39040,"Mud Pie, LLC",Denied,3605000030,BEACH MATCHBOOKS,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39041,Michigan Ladder Company,Denied,3926909930,12 ft Type 1A Fiberglass Stepladder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39042,Tierney Brothers Inc.,Denied,8471410150,Clevertouch Touch Display,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39045,"Ergotron, Inc.",Denied,3926909990,Storage Holder,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39046,Val-Matic Valve & Manufacturing Corp.,Denied,8481903000,Butterfly Valve Discs,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39047,"Bicoastal Boosters, LLC.",Denied,3602000030,Cast Boosters,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39048,CAP BARBELL INC,Denied,6116930800,Fitness gloves,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39049,"ZVENTURES, INC.",Denied,8443992550,Toner Cartridge,"Dec 31, 2019","Jan 14, 2020"
USTR-2019-0017-39052,"Gaomi Gongji Precise Metal Co., Ltd.",Denied,8481901000,pipe fitting,"Dec 12, 2019","Dec 26, 2019"
USTR-2019-0017-39053,Michigan Ladder Company,Denied,3926909930,4'Type 1A Fiberglass Double Front Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39054,Michigan Ladder Company,Denied,3926909930,6'Type 1A Fiberglass Double Front Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39055,Michigan Ladder Company,Denied,3926909930,8' Type 1A Fiberglass Double Front,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39056,Michigan Ladder Company,Denied,3926909930,10' Type 1A Fiberglass Double Front,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39057,Michigan Ladder Company,Denied,3926909930,12' Type 1A Fiberglass Double Front,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39058,Cardinal Health,Granted,6210105000,Medical Drapes and Gowns,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39059,Cardinal Health,Granted,4818900000,Incontinence Underpads,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39060,Michigan Ladder Company,Denied,3926909930,4' Type 1A Fiberglass Platform Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39061,Michigan Ladder Company,Denied,3926909930,6' Type 1A Fiberglass Platform Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39063,Michigan Ladder Company,Denied,3926909930,8' Type 1A Fiberglass Platform Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39064,Cardinal Health,Granted,4015190550,Nitrile Exam Gloves,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39065,Michigan Ladder Company,Denied,3926909930,10' Type 1A Fiberglass Platform Ladder,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39067,Cardinal Health,Granted,6210105000,Infection Control Apparel- Gowns,"Dec 13, 2019","Dec 27, 2019"
USTR-2019-0017-39069,Mystic Inc.,Denied,6201131000,Men’s down overcoats,"Dec 18, 2019","Jan 1, 2020"
USTR-2019-0017-39072,Michigan Ladder Company,Denied,3926909930,4' Type 1A Fiberglass Podium Ladder,"Dec 13, 2019","Dec 27, 2019"
